id,name,firstname,age,birth_date,nationality,height,weight,injured,league,team,season,games_appearances,games_lineups,games_minutes,games_position
185714,Fran González,Francisco Manuel,25,1998-08-13,Spain,190 cm,,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Defender
208045,Sergio Camus,Sergio,26,1997-04-19,Spain,176 cm,73 kg,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Defender
208670,Diego Bri,Diego Vicente,21,2002-09-12,Spain,177 cm,67 kg,False,La Liga,Atletico Madrid,2022,0.0,0.0,0.0,Attacker
208670,Diego Bri,Diego Vicente,21,2002-09-12,Spain,177 cm,67 kg,False,Copa del Rey,Atletico Madrid,2022,0.0,0.0,0.0,Attacker
208670,Diego Bri,Diego Vicente,21,2002-09-12,Spain,177 cm,67 kg,False,Friendlies Clubs,Atletico Madrid,2022,1.0,0.0,14.0,Attacker
287177,Adrián Corral,Adrián,20,2003-01-05,Spain,183 cm,76 kg,False,La Liga,Atletico Madrid,2022,0.0,0.0,0.0,Defender
287177,Adrián Corral,Adrián,20,2003-01-05,Spain,183 cm,76 kg,False,Copa del Rey,Atletico Madrid,2022,0.0,0.0,0.0,Defender
287177,Adrián Corral,Adrián,20,2003-01-05,Spain,183 cm,76 kg,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Defender
289814,J. Perea,Juan David,21,2002-05-19,Colombia,177 cm,,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Attacker
304476,Ethyan González,Ethyan Jesús,21,2002-06-06,Spain,185 cm,,False,Friendlies Clubs,Atletico Madrid,2022,1.0,1.0,46.0,Attacker
308282,Santi Miguélez,Santiago,21,2002-04-05,Spain,,,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Attacker
313548,Alberto Moreno,Alberto,21,2002-04-19,Spain,175 cm,69 kg,False,La Liga,Atletico Madrid,2022,0.0,0.0,0.0,Midfielder
313548,Alberto Moreno,Alberto,21,2002-04-19,Spain,175 cm,69 kg,False,Copa del Rey,Atletico Madrid,2022,1.0,0.0,21.0,Midfielder
313548,Alberto Moreno,Alberto,21,2002-04-19,Spain,175 cm,69 kg,False,UEFA Champions League,Atletico Madrid,2022,0.0,0.0,0.0,Midfielder
313548,Alberto Moreno,Alberto,21,2002-04-19,Spain,175 cm,69 kg,False,Friendlies Clubs,Atletico Madrid,2022,1.0,0.0,26.0,Midfielder
336592,Ibrahima Cámara,Ibrahima Vaniel,20,2003-01-18,Spain,181 cm,,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Defender
336681,Sergio Díez,Sergio,20,2003-07-28,Spain,178 cm,75 kg,False,La Liga,Atletico Madrid,2022,0.0,0.0,0.0,Defender
336681,Sergio Díez,Sergio,20,2003-07-28,Spain,178 cm,75 kg,False,Copa del Rey,Atletico Madrid,2022,0.0,0.0,0.0,Defender
336681,Sergio Díez,Sergio,20,2003-07-28,Spain,178 cm,75 kg,False,UEFA Champions League,Atletico Madrid,2022,0.0,0.0,0.0,Defender
336681,Sergio Díez,Sergio,20,2003-07-28,Spain,178 cm,75 kg,False,Friendlies Clubs,Atletico Madrid,2022,4.0,1.0,183.0,Defender
363331,J. Ginzo,Juan Martín,21,2002-03-05,Argentina,176 cm,78 kg,False,La Liga,Atletico Madrid,2022,,,,Defender
363331,J. Ginzo,Juan Martín,21,2002-03-05,Argentina,176 cm,78 kg,False,Club Friendlies,Atletico Madrid,2022,0.0,0.0,0.0,Defender
363331,J. Ginzo,Juan Martín,21,2002-03-05,Argentina,176 cm,78 kg,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Defender
