id,name,firstname,age,birth_date,nationality,height,weight,injured,league,team,season,games_appearances,games_lineups,games_minutes,games_position
46725,R. Manaj,Rey,26,1997-02-24,Albania,182 cm,76 kg,False,La Liga,Barcelona,2021,0,0,0,Attacker
46725,R. Manaj,Rey,26,1997-02-24,Albania,182 cm,76 kg,False,Friendlies Clubs,Barcelona,2021,4,1,104,Attacker
129967,Lucas de Vega,Lucas,23,2000-01-16,Brazil,178 cm,74 kg,False,La Liga,Barcelona,2021,0,0,0,Midfielder
135775,Ansu Fati,,21,,,,,False,La Liga,Barcelona,2021,10,3,332,Attacker
135775,Ansu Fati,,21,,,,,False,Copa del Rey,Barcelona,2021,1,0,35,Attacker
135775,Ansu Fati,,21,,,,,False,UEFA Europa League,Barcelona,2021,0,0,0,Attacker
135775,Ansu Fati,,21,,,,,False,UEFA Champions League,Barcelona,2021,3,1,153,Attacker
135775,Ansu Fati,,21,,,,,False,Friendlies Clubs,Barcelona,2021,0,0,0,Attacker
161927,Nils Mortimer,Nils,22,2001-06-11,Spain,179 cm,73 kg,False,Friendlies Clubs,Barcelona,2021,3,1,115,Attacker
162109,Jordi Escobar,Jordi,21,2002-02-10,Spain,188 cm,78 kg,False,Friendlies Clubs,Barcelona,2021,1,1,46,Attacker
162473,Arnau Tenas,Arnau,22,2001-05-30,Spain,185 cm,85 kg,False,La Liga,Barcelona,2021,0,0,0,Goalkeeper
162473,Arnau Tenas,Arnau,22,2001-05-30,Spain,185 cm,85 kg,False,Copa del Rey,Barcelona,2021,0,0,0,Goalkeeper
162473,Arnau Tenas,Arnau,22,2001-05-30,Spain,185 cm,85 kg,False,UEFA Europa League,Barcelona,2021,0,0,0,Goalkeeper
162473,Arnau Tenas,Arnau,22,2001-05-30,Spain,185 cm,85 kg,False,Friendlies Clubs,Barcelona,2021,0,0,0,Goalkeeper
162710,Peque Polo,Carlos Javier,23,2000-10-02,Spain,,,False,Friendlies Clubs,Barcelona,2021,1,1,46,Attacker
163466,L. Carević,Lazar,24,1999-03-16,Montenegro,193 cm,85 kg,False,La Liga,Barcelona,2021,0,0,0,Goalkeeper
163466,L. Carević,Lazar,24,1999-03-16,Montenegro,193 cm,85 kg,False,Copa del Rey,Barcelona,2021,0,0,0,Goalkeeper
163466,L. Carević,Lazar,24,1999-03-16,Montenegro,193 cm,85 kg,False,Friendlies Clubs,Barcelona,2021,0,0,0,Goalkeeper
