id,name,firstname,age,birth_date,nationality,height,weight,injured,league,team,season,games_appearances,games_lineups,games_minutes,games_position,total_minutes,reason,tiempo_lesion_2,tiempo_lesion,numero_lesiones_jugador
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Champions League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,UEFA Europa League,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Club Friendlies,Barcelona,2021,3,2,110,Defender,200,Injury,23.0,246 days,1.0
